Queue ID,Project Name,Interconnecting Entity,County,State,Interconnection Location,Transmission Owner,Generation Type,Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Queue Date,Status,Proposed Completion Date,Withdrawn Date,Withdrawal Comment,Actual Completion Date,In-Service Date,Commercial Operation Date,Cessation Date,Current Cluster,Cluster Group,Service Type,Status (Original)
GEN-2008-039,,,Beckham County,OK,,AEP,Wind,150.0,150.0,150.0,5/12/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-038,,,Osage County,OK,,AEP,Wind,144.0,144.0,144.0,5/12/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-037,,,Commanche County,OK,Tap Washita - Blue Canyon Wind 138kV,WFEC,Wind,99.0,99.0,99.0,5/12/2008,Completed,12/17/2011,,,,11/30/2011,12/17/2011,,DISIS-2010-001-8,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-036,,,Canadian County,OK,,OGE,Wind,100.0,100.0,100.0,5/12/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-035,,,Canadian County,OK,,OGE,Wind,100.0,100.0,100.0,5/12/2008,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2008-034,,,Murray County,OK,,OGE,Wind,100.0,100.0,100.0,5/12/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-033,,,Murray County,OK,,OGE,Wind,100.0,100.0,100.0,5/12/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-032,,,Swisher County,TX,,SPS,Wind,80.0,80.0,80.0,5/1/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-031,,,Wilbarger County,TX,,AEP,Wind,4000.0,4000.0,4000.0,4/30/2008,Withdrawn,,,,,11/5/2011,,,,,ER,WITHDRAWN
GEN-2008-030N,,,Dixon County,NE,,NPPD,Wind,201.0,201.0,201.0,4/29/2008,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2008-030,,,LeFlore County,OK,,OGE,Thermal - Coal,660.0,0.0,0.0,4/21/2008,Withdrawn,,,,,10/1/2013,,,,,ER,WITHDRAWN
GEN-2008-029,,,Ellis County,OK,Woodward EHV 138kV,OGE,Wind,250.5,250.5,250.5,4/17/2008,Withdrawn,,4/12/2011,,,1/1/2010,,,,,ER,WITHDRAWN
GEN-2008-028,,,Texas County,OK,,SPS,Wind,360.0,360.0,360.0,4/17/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-027,,,Morris County,KS,,WERE,Wind,200.0,200.0,200.0,4/16/2008,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-026,,,Thomas County,KS,,SUNC,Wind,300.0,300.0,300.0,4/9/2008,Withdrawn,,,,,10/15/2009,,,,,ER,WITHDRAWN
GEN-2008-025,,,Sherman County,KS,Ruleton 115kV,SUNC,Wind,101.2,101.2,101.2,4/4/2008,Withdrawn,,4/25/2011,,,11/1/2009,,,,,ER,WITHDRAWN
GEN-2008-024,,,Clark County,KS,,SUNC,Wind,1000.0,1000.0,1000.0,3/28/2008,Withdrawn,,,,,12/1/2012,,,,,ER,WITHDRAWN
GEN-2008-023,,,Washita County,OK,Hobart Junction 138kV,AEP,Wind,150.0,150.0,150.0,3/28/2008,Completed,11/30/2012,,,,12/1/2010,11/30/2012,,DISIS-2009-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-022,,,Chaves County,NM,Eddy County-Tolk (Crossroads) 345kV,SPS,Wind,299.65,299.65,299.65,3/28/2008,Completed,11/15/2015,,,,9/1/2011,11/15/2015,,DISIS-2010-001-8,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-021,,,Coffey County,KS,Wolf Creek 345kV,WERE,Thermal - Nuclear,42.0,42.0,42.0,3/24/2008,Completed,5/16/2011,,,,5/16/2011,5/16/2011,,,,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-020,,,Dewey County,OK,,AEP,Wind,300.0,300.0,300.0,3/17/2008,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-019,,,Dewey County,OK,Tatonga 345kV,OGE,Wind,300.0,300.0,300.0,3/17/2008,Withdrawn,,3/19/2014,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2008-018,,,Finney County,KS,Finney 345kV,SPS,Wind,250.0,250.0,250.0,3/17/2008,Completed,12/13/2013,,,,12/31/2012,12/13/2013,,ICS-2008-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-017,,,Scott County,KS,Setab 345kV,SUNC,Wind,300.0,300.0,300.0,3/11/2008,Withdrawn,10/1/2017,1/31/2011,,,3/1/2012,10/1/2017,,,,ER,WITHDRAWN
GEN-2008-016,,,Lynn County,TX,Grassland 230kV,SPS,Wind,248.0,248.0,248.0,3/5/2008,Withdrawn,,11/5/2012,,,5/1/2011,,,,,ER,WITHDRAWN
GEN-2008-015,,,Floyd County,TX,,SPS,Wind,150.0,150.0,150.0,3/3/2008,Withdrawn,,,,,12/1/2011,,,,,ER,WITHDRAWN
GEN-2008-014,,,Floyd County,TX,Tap Tuco - Oklaunion 345kV,SPS,Wind,150.0,150.0,150.0,3/3/2008,Withdrawn,,12/7/2010,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2008-013,,,Garfield County,OK,Hunter 345kV,OGE,Wind,300.0,300.0,300.0,2/19/2008,Completed,12/7/2012,,,,10/1/2010,12/7/2012,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-012,,,Benton County,AR,,EDE,Wind,150.0,150.0,150.0,2/19/2008,Withdrawn,,,,,10/1/2010,,,,,ER,WITHDRAWN
GEN-2008-011,,,Finney County,KS,,SUNC,Wind,600.0,600.0,600.0,2/19/2008,Withdrawn,,,,,10/1/2010,,,,,ER,WITHDRAWN
GEN-2008-010,,,Choctaw County,OK,,WFEC,Thermal - Coal,50.0,0.0,0.0,2/19/2008,Withdrawn,,,,,1/1/2013,,,,,ER,WITHDRAWN
GEN-2008-009,,,Chaves County,NM,San Juan Tap 230kV,SPS,Wind,60.0,60.0,60.0,2/18/2008,Withdrawn,,6/30/2011,,,3/1/2012,,,,,ER,WITHDRAWN
GEN-2008-008,,,Garza County,TX,Graham 69kV,SPS,Wind,60.0,60.0,60.0,2/13/2008,Withdrawn,,5/19/2014,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2008-007,,,Garza County,TX,,SPS,Wind,102.0,102.0,102.0,2/12/2008,Withdrawn,,,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2008-006,,,Caddo Parish,LA,Arsenal Hill 138kV,AEP,Thermal - Gas,30.0,20.0,30.0,1/31/2008,Completed,6/16/2010,,,,6/1/2010,6/16/2010,,,,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-005,,,Mayes County,OK,,GRDA,Hydro,16.0,16.0,16.0,1/28/2008,Completed,9/2/2009,,,,1/9/2009,9/2/2009,,,,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-004,,,Borden County,TX,,SPS,Wind,80.0,80.0,80.0,1/28/2008,Withdrawn,,,,,9/1/2009,,,,,ER,WITHDRAWN
GEN-2008-003,,,Woodward,OK,Woodward EHV 138kV,OGE,Wind,101.2,101.2,101.2,1/25/2008,Completed,12/14/2009,,,,8/31/2009,12/14/2009,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-002,,,Platte County,MO,,KACP,Thermal - Coal,65.0,65.0,65.0,1/22/2008,Completed,4/12/2009,,,,1/1/2009,4/12/2009,,,,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2008-001,,,Ellis County,KS,,MIDW,Wind,200.0,200.0,200.0,1/21/2008,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2007-065,,,Osborne County,KS,,MKEC,Wind,50.0,50.0,50.0,12/28/2007,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2007-064,,,Ness County,KS,,MIDW,Wind,150.0,150.0,150.0,12/28/2007,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2007-063,,,Harper,OK,,WFEC,Wind,840.0,840.0,840.0,12/27/2007,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2007-062,,,Harper County,OK,Woodward EHV 345kV,OGE,Wind,424.0,424.0,424.0,12/27/2007,Completed,12/21/2016,,,,12/31/2011,12/21/2016,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-061,,,Ellis ,OK,,OGE,Wind,200.0,200.0,200.0,12/19/2007,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2007-060,,,Blaine,OK,,OGE,Wind,202.0,202.0,202.0,12/18/2007,Withdrawn,,,,,12/1/2012,,,,,ER,WITHDRAWN
GEN-2007-059,,,Stevens,KS,,SPS,Wind,202.0,202.0,202.0,12/18/2007,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2007-058,,,Stevens,KS,,SPS,Wind,202.0,202.0,202.0,12/18/2007,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2007-057,,,Moore County,TX,Moore County East 115kV,SPS,Wind,34.5,34.5,34.5,12/13/2007,Withdrawn,,8/7/2013,,,5/1/2009,,,,,ER,WITHDRAWN
GEN-2007-056,,,Cimarron County,OK,,SPS,Wind,600.0,600.0,600.0,12/13/2007,Withdrawn,,,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2007-055,,,Lea County,NM,,SPS,Wind,250.0,250.0,250.0,12/4/2007,Withdrawn,,,,,12/30/2010,,,,,ER,WITHDRAWN
GEN-2007-054,,,Lea County,NM,,SPS,Thermal - Gas,550.0,0.0,0.0,12/3/2007,Withdrawn,,,,,1/1/2013,,,,,ER,WITHDRAWN
GEN-2007-053,,,Nodaway County,MO,Tap Maryville - Midway (GEN-2006-014 TAP) 161kV,MIPU,Wind,110.0,110.0,110.0,11/19/2007,Withdrawn,,1/30/2012,,,1/10/2010,,,,,ER,WITHDRAWN
GEN-2007-052,,,Caddo County,OK,Anadarko 138kV,WFEC,Thermal - Gas,150.0,150.0,150.0,11/9/2007,Completed,7/1/2009,,,,5/1/2009,7/1/2009,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-051,,,Woodward County,OK,Mooreland 138kV,WFEC,Wind,200.0,200.0,200.0,11/7/2007,Withdrawn,,1/14/2013,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2007-050,,,Woodward County,OK,Woodward EHV 138kV,OGE,Wind,151.8,151.8,151.8,10/22/2007,Completed,12/23/2010,,,,10/1/2009,12/23/2010,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-049,,,Beckham County,OK,,WFEC,Wind,60.0,60.0,60.0,10/22/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-048,,,Randall County,TX,Tap Amarillo S - Swisher 230kV,SPS,Wind,400.0,400.0,400.0,10/17/2007,Withdrawn,,1/15/2014,,,11/1/2009,,,,,ER,WITHDRAWN
GEN-2007-047,,,Thomas County,KS,,SUNC,Wind,204.0,204.0,204.0,10/17/2007,Withdrawn,,,,,7/1/2009,,,,,ER,WITHDRAWN
GEN-2007-046,,,Texas County,OK,Hitchland 115kV,SPS,Wind,200.0,200.0,200.0,10/15/2007,Completed,12/15/2015,,,,12/31/2011,12/15/2015,,ICS-2008-001-6,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-045,,,Carson County,TX,,SPS,Wind,171.0,171.0,171.0,10/15/2007,Withdrawn,,,,,12/31/2011,,,,,ER,WITHDRAWN
GEN-2007-044,,,Blaine County,OK,Tatonga 345kV,OGE,Wind,299.2,299.2,299.2,10/2/2007,Completed,12/31/2014,,,,12/1/2009,12/31/2014,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-043,,,Grady County,OK,Minco 345kV,OGE,Wind,200.0,200.0,200.0,10/2/2007,Completed,11/1/2010,,,,12/1/2009,11/1/2010,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-042,,,Hansford County,TX,,SPS,Wind,360.0,360.0,360.0,9/28/2007,Withdrawn,,,,,9/30/2010,,,,,ER,WITHDRAWN
GEN-2007-041,,,Texas County,OK,,SPS,Wind,600.0,600.0,600.0,9/27/2007,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2007-040,,,Gray County,KS,Buckner 345kV,SUNC,Wind,131.1,131.1,131.1,9/25/2007,Completed,6/9/2012,,,,12/15/2010,6/9/2012,,DISIS-2009-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-039,,,Hansford County,TX,,SPS,Wind,120.0,120.0,120.0,9/17/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-038,,,Ford County,KS,Spearville 345kV,SUNC,Wind,200.0,200.0,200.0,9/17/2007,Withdrawn,,4/14/2011,,,8/25/2015,,,,,ER,WITHDRAWN
GEN-2007-037,,,Ford County,KS,,SUNC,Wind,200.0,200.0,200.0,9/17/2007,Withdrawn,,,,,10/1/2012,,,,,ER,WITHDRAWN
GEN-2007-036,,,Ford County,KS,,SUNC,Wind,200.0,200.0,200.0,9/14/2007,Withdrawn,,,,,12/31/2012,,,,,ER,WITHDRAWN
GEN-2007-035,,,Harmon County,OK,,AEP,Wind,100.0,100.0,100.0,9/5/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-034,,,Bailey County,TX,,SPS,Wind,150.0,150.0,150.0,8/16/2007,Withdrawn,,,,,8/15/2010,,,,,ER,WITHDRAWN
GEN-2007-033O,,,Cass County,NE,,OPPD,Thermal - Steam,170.0,0.0,0.0,8/10/2007,Withdrawn,,4/1/2009,,,1/1/2014,,,,,ER,WITHDRAWN
GEN-2007-033,,,Hutchinson County,TX,,SPS,Wind,200.0,200.0,200.0,8/8/2007,Withdrawn,,,,,8/1/2009,,,,,ER,WITHDRAWN
GEN-2007-032,,,Custer County,OK,Tap Clinton Junction - Clinton 138kV,WFEC,Wind,150.0,150.0,150.0,7/25/2007,Withdrawn,,4/4/2011,,,9/15/2013,,,,,ER,WITHDRAWN
GEN-2007-031,,,Lubbock County,TX,,SPS,Wind,51.0,51.0,51.0,7/20/2007,Withdrawn,,,,,12/1/2008,,,,,ER,WITHDRAWN
GEN-2007-030O,,,Washington County,NE,,OPPD,Thermal - Nuclear,67.0,0.0,0.0,7/10/2007,Withdrawn,,4/1/2009,,,11/16/2012,,,,,ER,WITHDRAWN
GEN-2007-030N,,,Sheldon,NE,,NPPD,Thermal - Gas,350.0,0.0,0.0,7/13/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-030,,,Gray County,TX,,SPS,Wind,200.0,200.0,200.0,7/5/2007,Withdrawn,,,,,3/1/2009,,,,,ER,WITHDRAWN
GEN-2007-029,,,Caddo,OK,,WFEC,Wind,200.0,200.0,200.0,6/29/2007,Withdrawn,,,,,11/1/2010,,,,,ER,WITHDRAWN
GEN-2007-028,,,Cloud,KS,,MKEC,Wind,200.0,200.0,200.0,6/29/2007,Withdrawn,,,,,12/1/2010,,,,,ER,WITHDRAWN
GEN-2007-027,,,Curry County,NM,,SPS,Wind,60.0,60.0,60.0,6/22/2007,Withdrawn,,,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2007-026,,,Deaf Smith County,TX,,SPS,Wind,130.2,130.2,130.2,5/31/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-025,,,Barber County,KS,Viola 345kV,WERE,Wind,299.2,299.2,299.2,5/24/2007,Completed,10/1/2012,,,,12/31/2009,10/1/2012,,ICS-2008-001-6,03 CENTRAL,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-024,,,Sherman County,TX,,SPS,Wind,120.0,120.0,120.0,5/22/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-023,,,Pottawatomie,KS,,WERE,Thermal - Coal,800.0,0.0,0.0,5/18/2007,Withdrawn,,,,,5/1/2015,,,,,ER,WITHDRAWN
GEN-2007-022,,,Anderson County,KS,,KCPL,Wind,201.0,201.0,201.0,5/10/2007,Withdrawn,,,,,11/1/2009,,,,,ER,WITHDRAWN
GEN-2007-021,,,Dewey County,OK,Tatonga 345kV,OGE,Wind,198.9,198.9,198.9,5/9/2007,Completed,12/31/2014,,,,8/1/2009,12/31/2014,,ICS-2008-001-6,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-020,,,Jackson County,KS,,WERE,Wind,50.0,50.0,50.0,4/24/2007,Withdrawn,,,,,6/30/2009,,,,,ER,WITHDRAWN
GEN-2007-019,,,Hamilton,KS,,SPS,Wind,375.0,375.0,375.0,4/27/2007,Withdrawn,,,,,8/30/2009,,,,,ER,WITHDRAWN
GEN-2007-018,,,Pettis County,MO,,MIPU,Thermal - Gas,315.0,0.0,0.0,4/13/2007,Withdrawn,,,,,5/31/2010,,,,,ER,WITHDRAWN
GEN-2007-017,,,Nodaway,MO,Tap Maryville - Midway (GEN-2006-014 TAP) 161kV,MIPU,Wind,100.5,100.5,100.5,4/13/2007,Withdrawn,,2/22/2012,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-016,,,Nodaway County,MO,,MIPU,Wind,100.5,100.5,100.5,3/28/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-015,,,Nemaha County,KS,Tap Kelly(WERE) - S1399(OPPD) 161kV,WERE,Wind,135.0,135.0,135.0,3/27/2007,Withdrawn,,7/20/2013,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2007-014,,,Roger Mills County,OK,,WFEC,Wind,135.0,135.0,135.0,3/27/2007,Withdrawn,,,,,12/1/2008,,,,,ER,WITHDRAWN
GEN-2007-013,,,Wichita County,KS,Selkirk 115kV,SUNC,Wind,99.0,99.0,99.0,3/23/2007,Withdrawn,,,,,11/30/2009,,,,,ER,WITHDRAWN
GEN-2007-012N,,,Scottsbluff,NE,,NPPD,Thermal - Gas,8.5,0.0,0.0,3/22/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-012,,,Rawlins,KS,,SUNC,Wind,300.0,300.0,300.0,3/20/2007,Withdrawn,,,,,10/15/2010,,,,,ER,WITHDRAWN
GEN-2007-011N09,,,Knox County,NE,,NPPD,Wind,75.0,75.0,75.0,3/19/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011N08,,,Knox County,NE,Bloomfield 115kV,NPPD,Wind,81.0,81.0,81.0,3/19/2007,Completed,,,,,1/1/2009,,,ICS-2008-001 Prior Queued,02 NEBRASKA,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2007-011N07,,,Boone County,NE,,NPPD,Wind,100.0,100.0,100.0,3/19/2007,Withdrawn,,,,,1/1/2010,,,,,ER,WITHDRAWN
GEN-2007-011N06,,,Boone County,NE,,NPPD,Wind,75.0,75.0,75.0,3/19/2007,Withdrawn,,,,,1/1/2010,,,,,ER,WITHDRAWN
GEN-2007-011N05,,,Springview,NE,,NPPD,Wind,10.0,10.0,10.0,3/15/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011N04,,,Holt County,NE,,NPPD,Wind,100.0,100.0,100.0,3/13/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011N03,,,Holt County,NE,,NPPD,Wind,100.0,100.0,100.0,3/13/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011N02,,,Lancaster County,NE,,NPPD,Thermal - Coal,600.0,0.0,0.0,3/9/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011N01,,,Lancaster County,NE,,NPPD,Thermal - Coal,400.0,0.0,0.0,3/9/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011N,,,Lancaster County,NE,,NPPD,Thermal - Coal,200.0,0.0,0.0,3/9/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-011,,,Hamilton County,KS,Syracuse 115kV,SUNC,Wind,135.0,135.0,135.0,3/9/2007,Withdrawn,,4/24/2015,,,11/1/2008,,,,,ER,WITHDRAWN
GEN-2007-010N05,,,Lincoln County,NE,,NPPD,Wind,100.0,100.0,100.0,3/1/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-010N04,,,Lincoln County,NE,,NPPD,Wind,100.0,100.0,100.0,3/1/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-010N03,,,Lincoln County,NE,,NPPD,Wind,100.0,100.0,100.0,3/1/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-010N02,,,Butler County,NE,,NPPD,Wind,100.0,100.0,100.0,3/1/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-010N01,,,Gage County,NE,,NPPD,Wind,100.0,100.0,100.0,3/1/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-010N,,,Lincoln County,NE,,NPPD,Wind,100.0,100.0,100.0,3/1/2007,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2007-010,,,Castro,TX,,SPS,Wind,200.0,200.0,200.0,2/28/2007,Withdrawn,,,,,9/20/2010,,,,,ER,WITHDRAWN
GEN-2007-009,,,Gray County,TX,,SPS,Wind,200.0,200.0,200.0,2/23/2007,Withdrawn,,,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2007-008,,,Gray County,TX,,SPS,Wind,300.0,300.0,300.0,2/23/2007,Withdrawn,,,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2007-007,,,Sequoyah,OK,,OGE,Thermal - Coal,985.0,0.0,0.0,2/15/2007,Withdrawn,,,,,7/31/2011,,,,,ER,WITHDRAWN
GEN-2007-006,,,Blaine County,OK,Roman Nose 138kV,OGE,Wind,160.0,160.0,160.0,2/14/2007,Withdrawn,,6/10/2012,,,12/1/2009,,,,,ER,WITHDRAWN
GEN-2007-005,,,Hutchinson County,TX,,SPS,Wind,200.0,200.0,200.0,2/5/2007,Withdrawn,,,,,12/1/2008,,,,,ER,WITHDRAWN
GEN-2007-004,,,Terry County,TX,,SPS,Wind,150.0,150.0,150.0,2/1/2007,Withdrawn,,,,,5/1/2009,,,,,ER,WITHDRAWN
GEN-2007-003,,,Sherman County,KS,,SUNC,Thermal - Coal,30.0,0.0,0.0,1/30/2007,Withdrawn,,,,,9/1/2007,,,,,ER,WITHDRAWN
GEN-2007-002,,,Gray County,TX,Grapevine 115kV,SPS,Thermal - Coal,160.0,0.0,0.0,1/29/2007,Withdrawn,,1/27/2012,,,9/1/2009,,,,,ER,WITHDRAWN
GEN-2007-001,,,Eddy County,NM,,SPS,Wind,200.0,200.0,200.0,1/19/2007,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2006-049,,,Seward County,KS,Tap Finney - Hitchland (Stevens County) 345kV,SPS,Wind,400.0,400.0,400.0,12/18/2006,Withdrawn,,10/10/2012,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2006-048,,,Eddy County,NM,,SPS,Wind,150.0,150.0,150.0,12/8/2006,Withdrawn,,,,,12/31/2010,,,,,ER,WITHDRAWN
GEN-2006-047,,,Randall County,TX,Tap Bushland - Deaf Smith (Buffalo) 230kV,SPS,Wind,240.0,240.0,240.0,12/5/2006,Withdrawn,,,,,12/31/2009,,,,,ER,WITHDRAWN
GEN-2006-046,,,Dewey,OK,Dewey 138kV,OGE,Wind,129.6,129.6,129.6,12/5/2006,Completed,6/6/2011,,,,12/31/2009,6/6/2011,,ICS-2008-001 Prior Queued,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2006-045,,,Randall County,TX,Tap Potter - Plant X 230kV  (South Randle County) 230kV,SPS,Wind,240.0,240.0,240.0,12/5/2006,Withdrawn,,,,,12/31/2008,,,,,ER,WITHDRAWN
GEN-2006-044N02,,,Madison County,NE,Tap Ft Randle - Columbus (Madison County) 230kV,NPPD,Wind,100.5,100.5,100.5,12/4/2006,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2006-044N01,,,Petersburg,NE,,NPPD,Wind,150.0,150.0,150.0,12/4/2006,Withdrawn,,,,,1/1/2010,,,,,ER,WITHDRAWN
GEN-2006-044N,,,Petersburg,NE,North Petersburg 115kV,NPPD,Wind,40.5,40.5,40.5,12/4/2006,Completed,12/31/2011,,,,1/1/2010,12/31/2011,,DISIS-2009-001-6,02 NEBRASKA,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2006-044,,,Hansford,TX,Hitchland 345kV,SPS,Wind,370.0,370.0,370.0,12/4/2006,Completed,12/31/2022,,,,10/1/2010,12/31/2022,,ICS-2008-001 Prior Queued,05 SOUTHWEST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2006-043,,,Beckham County,OK,Sweetwater 230kV,AEP,Wind,99.0,99.0,99.0,11/17/2006,Completed,12/15/2009,,,,8/1/2008,12/15/2009,,ICS-2008-001 Prior Queued,04 SOUTHEAST,ER,IA FULLY EXECUTED/COMMERCIAL OPERATION
GEN-2006-042,,,LeFlore Co.,OK,,OGE,Thermal - Coal,600.0,0.0,0.0,11/13/2006,Withdrawn,,,,,6/1/2012,,,,,ER,WITHDRAWN
GEN-2006-041S,,,Thomas County,KS,,MIDW,Wind,19.8,19.8,19.8,11/9/2006,Withdrawn,,,,,8/31/2008,,,,,ER,WITHDRAWN
GEN-2006-040,,,Thomas County,KS,Mingo 115kV,SUNC,Wind,108.0,108.0,108.0,11/7/2006,Withdrawn,,,,,8/31/2008,,,,,ER,WITHDRAWN
GEN-2006-039,,,Randall,TX,Tap Potter - Plant X 230kV (South Randle County) 230kV,SPS,Wind,400.0,400.0,400.0,10/30/2006,Withdrawn,,,,,10/1/2008,,,,,ER,WITHDRAWN
GEN-2006-038N024,,,Kearney County,NE,,NPPD,Wind,100.0,100.0,100.0,10/26/2006,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2006-038N023,,,Greeley County,NE,,NPPD,Wind,100.0,100.0,100.0,10/26/2006,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2006-038N022,,,Antelope County,NE,,NPPD,Wind,100.0,100.0,100.0,10/26/2006,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2006-038N021,,,Brown County,NE,,NPPD,Wind,100.0,100.0,100.0,10/26/2006,Withdrawn,,,,,,,,,,ER,WITHDRAWN
GEN-2006-038N020,,,Antelope County,NE,,NPPD,Wind,100.0,100.0,100.0,10/26/2006,Withdrawn,,,,,,,,,,ER,WITHDRAWN
